name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Rúben dos Santos Gato Alves Dias,DEF,Man City,3.2,0,0,19,0,5,22.3,6,390,0.57,0.66,0.09,0.66,11,1,0,8.4,27.0,2026-08-28T19:00:00Z,90,False,8,0,0,0,6,0,2,0,176387,1,1,4,1,35.0,2,-2699,9858,12557,55,False,0
Tyler Fredricson,DEF,Man Utd,0.0,0,0,0,0,0,0.0,0,425,0.00,0.00,0.00,0.00,18,0,0,0.0,0.0,2026-08-30T15:30:00Z,0,False,12,0,0,0,0,0,2,0,1885,0,0,2,5,0.0,0,-680,0,680,40,True,0
Luke Shaw,DEF,Man Utd,0.7,0,0,12,0,4,1.6,8,423,0.02,0.02,0.00,1.06,18,1,0,2.4,18.4,2026-08-30T15:30:00Z,72,False,12,0,0,0,2,0,2,0,1935721,1,4,2,5,4.0,2,-74162,42927,117089,45,True,0
Romaine Mundle,MID,Sunderland,0.0,0,0,2,0,1,0.1,1,547,0.00,0.17,0.17,0.09,19,0,0,2.5,8.0,2026-08-30T13:00:00Z,1,False,10,0,0,0,0,0,2,0,822,0,0,0,1,17.0,1,-110,40,150,50,True,0
Senne Lammens,GK,Man Utd,1.4,0,0,11,0,1,0.0,0,412,0.00,0.00,0.00,2.06,18,2,0,2.7,27.0,2026-08-30T15:30:00Z,90,False,12,0,0,0,6,0,2,3,1543070,1,0,2,5,0.0,2,-53896,34714,88610,50,True,0
Ilia Gruev,MID,Leeds,0.0,0,0,0,0,0,0.0,0,344,0.00,0.00,0.00,0.00,17,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,False,4,0,0,0,0,0,2,0,362,0,0,1,1,0.0,0,-120,9,129,50,True,0
Giorgi Mamardashvili,GK,Liverpool,0.0,0,0,0,0,0,0.0,0,351,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,0,False,18,0,0,0,0,0,2,0,15032,0,0,2,2,0.0,0,-1380,658,2038,50,True,0
Antonín Kinský,GK,Spurs,3.6,0,0,4,0,0,0.0,0,496,0.00,0.00,0.00,0.72,15,2,0,0.4,3.8,2026-08-29T16:30:00Z,90,False,17,0,0,0,6,0,2,0,2247365,1,0,2,0,0.0,1,-41526,40625,82151,45,True,0
Vitaly Janelt,MID,Brentford,5.6,0,0,11,0,5,35.4,10,98,0.14,0.14,0.00,1.46,17,1,0,5.6,16.4,2026-08-30T13:00:00Z,90,False,13,0,0,0,2,0,2,0,49684,1,3,1,1,4.0,1,29474,33759,4285,50,False,1
Cristian Romero,DEF,Spurs,0.0,0,0,0,0,0,0.0,0,500,0.00,0.00,0.00,0.00,15,0,0,0.0,0.0,2026-08-29T16:30:00Z,0,False,17,0,0,0,0,0,2,0,14805,0,0,2,0,0.0,0,-10779,0,10779,50,True,0
Caoimhín Kelleher,GK,Brentford,4.0,0,0,7,0,2,0.0,0,82,0.00,0.00,0.00,1.46,17,1,0,0.9,9.4,2026-08-30T13:00:00Z,90,False,13,0,0,0,4,0,2,1,649790,1,0,1,1,0.0,2,54510,74434,19924,50,False,0
Guglielmo Vicario,GK,Spurs,0.0,0,0,0,0,0,0.0,0,494,0.00,0.00,0.00,0.00,15,0,0,0.0,0.0,2026-08-29T16:30:00Z,0,False,17,0,0,0,0,0,2,0,23872,0,0,2,0,0.0,0,-11437,0,11437,45,True,0
Gerónimo Rulli,GK,Man City,0.0,0,0,0,0,0,0.0,0,587,0.00,0.00,0.00,0.00,11,0,0,0.0,0.0,2026-08-28T19:00:00Z,0,False,8,0,0,0,0,0,2,0,2020,0,0,4,1,0.0,0,-130,94,224,50,False,0
Vitezslav Jaros,GK,Liverpool,0.0,0,0,0,0,0,0.0,0,354,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,0,False,18,0,0,0,0,0,2,0,1453,0,0,2,2,0.0,0,-16,163,179,40,True,0
Ellis Simms,FWD,Coventry City,0.6,0,0,0,0,0,0.0,0,195,0.00,0.00,0.00,0.00,13,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,False,11,0,0,0,0,0,2,0,100916,0,0,1,0,0.0,0,10333,19936,9603,50,True,0
Borna Sosa,DEF,Crystal Palace,0.0,0,0,0,0,0,0.0,0,205,0.00,0.00,0.00,0.00,11,0,0,0.0,0.0,2026-08-28T19:00:00Z,0,False,15,0,0,0,0,0,2,0,3040,0,0,4,1,0.0,0,-226,126,352,45,True,0
Ryan Gravenberch,MID,Liverpool,1.6,0,0,7,0,0,12.1,1,371,0.01,0.01,0.00,0.07,14,0,0,1.7,4.4,2026-08-29T11:30:00Z,19,False,18,0,0,0,0,0,2,0,196536,0,1,2,2,0.0,1,-178,15005,15183,60,True,0
Wilson Isidor,FWD,Sunderland,2.8,0,3,29,0,0,0.1,0,553,0.00,1.39,1.39,0.37,19,0,1,5.4,29.2,2026-08-30T13:00:00Z,26,False,10,0,0,0,0,0,2,0,85703,0,0,0,1,25.0,8,-10451,2470,12921,55,True,0
Yéremy Pino Santos,MID,Crystal Palace,2.4,1,0,27,0,2,34.2,10,211,0.07,0.12,0.05,2.01,11,3,0,5.4,10.8,2026-08-28T19:00:00Z,67,False,15,0,0,0,6,0,2,0,18326,1,2,4,1,9.0,5,-2144,314,2458,55,True,0
Harvey Elliott,MID,Liverpool,0.0,0,0,0,0,0,0.0,0,383,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,0,False,18,0,0,0,0,0,2,0,7117,0,0,2,2,0.0,0,-836,380,1216,55,True,0
Gabriel Gudmundsson,DEF,Leeds,1.6,0,0,0,0,0,0.0,0,331,0.00,0.00,0.00,0.00,17,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,False,4,0,0,0,0,0,2,0,4329,0,0,1,1,0.0,0,-926,66,992,45,True,0
Andrey Nascimento dos Santos,MID,Man Utd,0.8,0,0,2,0,0,0.7,5,162,0.00,0.00,0.00,1.00,18,1,0,0.7,6.2,2026-08-30T15:30:00Z,10,False,12,0,0,0,2,0,2,0,96490,0,3,2,5,0.0,1,-7693,7456,15149,50,True,0
Altay Bayındır,GK,Man Utd,0.0,0,0,0,0,0,0.0,0,413,0.00,0.00,0.00,0.00,18,0,0,0.0,0.0,2026-08-30T15:30:00Z,0,False,12,0,0,0,0,0,2,0,1739,0,0,2,5,0.0,0,-588,0,588,45,True,0
Tino Livramento,DEF,Newcastle,0.8,0,0,0,0,0,0.0,0,450,0.00,0.00,0.00,0.00,15,0,0,0.0,0.0,2026-08-29T16:30:00Z,0,False,19,0,0,0,0,0,2,0,3475,0,0,2,0,0.0,0,-1137,91,1228,50,False,0
Ali Al-Hamadi,FWD,Ipswich Town,0.0,0,0,0,0,0,0.0,0,322,0.00,0.00,0.00,0.00,18,0,0,0.0,0.0,2026-08-30T15:30:00Z,0,False,16,0,0,0,0,0,2,0,12213,0,0,2,5,0.0,0,-2247,755,3002,50,False,0
Jorge Cuenca Barreno,DEF,Fulham,0.6,0,0,0,0,0,0.0,0,255,0.00,0.00,0.00,0.00,19,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,False,20,0,0,0,0,0,2,0,3423,0,0,0,1,0.0,0,522,781,259,45,False,0
Igor Julio dos Santos de Paulo,DEF,Brighton,0.0,0,0,0,0,0,0.0,0,118,0.00,0.00,0.00,0.00,16,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,False,6,0,0,0,0,0,2,0,8240,0,0,3,4,0.0,0,-404,471,875,45,False,0
Ryan Christie,MID,Bournemouth,0.6,0,0,5,0,0,0.3,2,75,0.00,0.00,0.00,0.13,12,1,0,0.3,2.8,2026-08-29T14:00:00Z,3,False,9,0,0,0,1,0,2,0,1962,0,1,1,1,0.0,1,364,560,196,50,True,0
Harry Maguire,DEF,Man Utd,1.6,1,0,13,0,4,1.5,5,418,0.01,0.04,0.03,2.06,18,2,0,1.5,7.2,2026-08-30T15:30:00Z,90,False,12,0,0,0,4,0,2,0,1686850,1,1,2,5,6.0,4,-53358,52953,106311,50,True,0
Óscar Zambrano,MID,Hull City,0.0,0,0,0,0,0,0.0,0,294,0.00,0.00,0.00,0.00,13,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,False,7,0,0,0,0,0,2,0,10090,0,0,1,0,0.0,0,-1658,491,2149,45,False,0
Toby Collyer,MID,Man Utd,0.0,0,0,0,0,0,0.0,0,436,0.00,0.00,0.00,0.00,18,0,0,0.0,0.0,2026-08-30T15:30:00Z,0,False,12,0,0,0,0,0,2,0,1667,0,0,2,5,0.0,0,-174,60,234,50,True,0
Regan Slater,MID,Hull City,3.0,0,0,6,1,2,2.8,10,290,0.01,0.01,0.00,1.29,13,0,0,1.5,9.8,2026-08-29T14:00:00Z,90,False,7,0,0,0,4,0,2,0,391444,1,4,1,0,2.0,2,69997,92371,22374,45,False,1
Jaka Bijol,DEF,Leeds,2.4,0,0,0,0,5,0.2,5,327,0.00,0.00,0.00,0.55,17,1,0,0.9,8.4,2026-08-30T13:00:00Z,45,False,4,0,0,0,2,0,2,0,96315,1,0,1,1,0.0,1,37035,45219,8184,50,True,0
Eliot Matazo,MID,Hull City,0.0,0,0,0,0,0,0.0,0,291,0.00,0.00,0.00,0.00,13,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,False,7,0,0,0,0,0,2,0,625,0,0,1,0,0.0,0,-32,64,96,45,False,0
Dango Ouattara,MID,Brentford,1.4,0,0,16,0,3,15.5,7,95,0.08,0.10,0.02,1.36,17,1,0,3.3,15.4,2026-08-30T13:00:00Z,29,False,13,0,0,0,3,0,2,0,110686,0,1,1,1,2.0,1,-3604,7348,10952,65,False,0
Veljko Milosavljevic,DEF,Bournemouth,0.0,0,0,0,0,0,0.0,0,63,0.00,0.00,0.00,0.00,12,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,False,9,0,0,0,0,0,2,0,1026,0,0,1,1,0.0,0,-222,74,296,50,True,0
Kjell Scherpen,GK,Ipswich Town,1.4,0,0,9,0,4,0.0,0,564,0.01,0.01,0.00,4.77,18,5,0,4.6,46.4,2026-08-30T15:30:00Z,90,False,16,0,0,0,13,0,2,6,62701,1,0,2,5,0.0,2,-2247,1329,3576,45,False,0
Jurriën Timber,DEF,Arsenal,0.2,0,0,0,0,0,0.0,0,5,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,False,2,0,0,0,0,0,2,0,9810,0,0,1,0,0.0,0,-2703,401,3104,65,False,0
Loum Tchaouna,MID,Coventry City,0.8,0,0,7,0,2,18.5,6,190,0.13,0.18,0.05,0.02,13,0,0,3.1,7.0,2026-08-29T14:00:00Z,58,False,11,0,0,0,3,0,2,0,16325,1,1,1,0,5.0,1,1311,2762,1451,55,True,0
Richarlison de Andrade,FWD,Spurs,0.0,0,0,0,0,0,0.0,0,527,0.00,0.00,0.00,0.00,15,0,0,0.0,0.0,2026-08-29T16:30:00Z,0,False,17,0,0,0,0,0,2,0,275481,0,0,2,0,0.0,0,-31748,14723,46471,60,True,0
Dominic Solanke-Mitchell,FWD,Spurs,1.4,0,0,6,0,0,0.3,0,526,0.00,0.20,0.20,0.00,15,0,0,1.0,3.2,2026-08-29T16:30:00Z,15,False,17,0,0,0,0,0,2,0,131276,0,0,2,0,6.0,1,-12606,8212,20818,60,True,0
John Egan,DEF,Hull City,5.2,0,1,25,1,12,0.4,13,277,0.00,0.00,0.00,1.29,13,0,0,2.4,23.8,2026-08-29T14:00:00Z,90,False,7,0,0,0,1,0,2,0,197783,1,1,1,0,0.0,9,31730,42937,11207,40,False,0
Nikola Milenković,DEF,Nott'm Forest,0.0,0,0,3,0,10,0.0,13,471,0.00,0.00,0.00,1.75,14,2,0,1.7,17.0,2026-08-29T11:30:00Z,90,False,14,0,0,0,3,0,2,0,176049,1,3,2,2,0.0,3,-14450,2591,17041,55,False,0
Joao Gomes,MID,Aston Villa,0.4,0,0,0,0,0,0.0,0,54,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,False,1,0,0,0,0,0,2,0,5096,0,0,1,0,0.0,0,-1729,154,1883,55,True,0
Matt Crooks,MID,Hull City,0.6,0,0,0,0,0,0.0,0,289,0.00,0.00,0.00,0.00,13,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,False,7,0,0,0,0,0,2,0,71261,0,0,1,0,0.0,0,4451,10141,5690,45,False,0
Fábio Freitas Gouveia Carvalho,MID,Brentford,1.2,0,0,0,0,0,0.0,0,100,0.00,0.00,0.00,0.00,17,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,False,13,0,0,0,0,0,2,0,1624,0,0,1,1,0.0,0,-91,155,246,50,False,0
Nathan Collins,DEF,Brentford,0.0,0,0,14,0,11,0.9,13,84,0.01,0.18,0.17,1.46,17,1,0,6.3,28.0,2026-08-30T13:00:00Z,90,False,13,0,0,0,8,0,2,0,207535,1,2,1,1,34.0,3,15716,25089,9373,55,False,1
Francisco Evanilson de Lima Barbosa,FWD,Bournemouth,3.2,1,0,11,1,1,22.2,3,79,0.04,0.62,0.58,1.67,12,0,0,5.9,15.0,2026-08-29T14:00:00Z,80,False,9,0,0,0,2,0,2,0,300527,1,0,1,1,22.0,5,53599,72625,19026,60,True,0
Martin Dubravka,GK,Spurs,0.0,0,0,0,0,0,0.0,0,497,0.00,0.00,0.00,0.00,15,0,0,0.0,0.0,2026-08-29T16:30:00Z,0,False,17,0,0,0,0,0,2,0,1835588,0,0,2,0,0.0,0,-28731,35086,63817,40,True,0
Matz Sels,GK,Nott'm Forest,2.4,0,0,6,0,3,0.0,0,467,0.01,0.01,0.00,1.75,14,2,0,1.7,16.6,2026-08-29T11:30:00Z,90,False,14,0,0,0,6,0,2,2,148147,1,0,2,2,0.0,1,-8396,3350,11746,50,False,0
Daichi Kamada,MID,Crystal Palace,3.6,0,0,21,0,1,2.8,9,214,0.02,0.07,0.05,2.21,11,4,0,2.7,17.6,2026-08-28T19:00:00Z,90,False,15,0,0,0,2,0,2,0,27191,1,6,4,1,7.0,2,-1150,1944,3094,50,True,0
Sepp van den Berg,DEF,Brentford,0.0,0,0,0,0,0,0.0,0,85,0.00,0.00,0.00,0.00,17,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,False,13,0,0,0,0,0,2,0,10710,0,0,1,1,0.0,0,-3978,145,4123,50,False,0
Michael Svoboda,DEF,Brighton,0.2,0,0,0,0,0,0.0,0,120,0.00,0.00,0.00,0.00,16,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,False,6,0,0,0,0,0,2,0,5185,0,0,3,4,0.0,0,84,768,684,50,False,0
Nicolás Domínguez,MID,Nott'm Forest,0.2,0,0,3,0,0,0.0,0,487,0.00,0.00,0.00,0.00,14,0,0,0.0,0.2,2026-08-29T11:30:00Z,1,False,14,0,0,0,0,0,2,0,7613,0,0,2,2,0.0,1,-848,214,1062,50,False,0
Micky van de Ven,DEF,Spurs,3.2,0,0,5,0,7,2.1,8,503,0.02,0.02,0.00,0.72,15,2,0,1.7,15.2,2026-08-29T16:30:00Z,90,False,17,0,0,0,4,0,2,0,422798,1,1,2,0,0.0,0,-116329,8374,124703,50,True,1
Keane Lewis-Potter,MID,Brentford,4.4,1,1,29,0,3,31.6,11,86,0.13,0.15,0.02,1.46,17,1,0,7.2,38.4,2026-08-30T13:00:00Z,87,False,13,0,0,0,6,0,2,0,116486,1,2,1,1,2.0,6,45826,52542,6716,55,False,0
Alex Scott,MID,Bournemouth,5.6,0,3,39,1,3,32.1,15,69,0.27,0.53,0.26,1.71,12,0,1,10.1,47.6,2026-08-29T14:00:00Z,86,False,9,0,0,0,9,0,2,0,145926,1,3,1,1,21.0,12,-4366,8520,12886,60,True,1
Morgan Gibbs-White,MID,Nott'm Forest,5.2,1,3,36,0,1,12.5,5,480,0.04,0.83,0.79,1.75,14,2,1,8.6,56.4,2026-08-29T11:30:00Z,90,False,14,0,0,0,2,0,2,0,815842,1,2,2,2,17.0,13,-274313,8780,283093,80,False,0
Matt Targett,DEF,Hull City,0.2,0,0,0,0,0,0.0,0,556,0.00,0.00,0.00,0.00,13,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,False,7,0,0,0,0,0,2,0,224749,0,0,1,0,0.0,0,-10048,5393,15441,40,False,0
Anthony Elanga,MID,Newcastle,0.0,0,0,32,1,0,15.3,3,454,0.10,0.30,0.20,0.74,15,0,1,8.1,36.8,2026-08-29T16:30:00Z,81,False,19,0,0,0,1,0,2,0,215548,1,2,2,0,29.0,8,83568,95441,11873,60,False,0
Josh King,MID,Fulham,4.4,0,0,8,0,1,4.5,4,268,0.03,0.50,0.47,2.02,19,1,0,3.6,10.6,2026-08-30T13:00:00Z,90,False,20,0,0,0,1,0,2,0,59498,1,2,0,1,21.0,2,30519,34683,4164,55,False,0
Ben Gannon-Doak,MID,Bournemouth,0.6,0,0,0,0,0,0.0,0,72,0.00,0.00,0.00,0.00,12,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,False,9,0,0,0,0,0,2,0,8171,0,0,1,1,0.0,0,-468,365,833,50,True,0
Daniel Muñoz Mejía,DEF,Crystal Palace,0.6,0,0,0,0,0,0.0,0,201,0.00,0.00,0.00,0.00,11,0,0,0.0,0.0,2026-08-28T19:00:00Z,0,False,15,0,0,0,0,0,2,0,815530,0,0,4,1,0.0,0,-109781,15645,125426,55,True,0
Jacob Murphy,MID,Newcastle,0.6,0,0,3,0,0,3.1,3,457,0.20,0.20,0.00,0.38,15,0,0,0.7,2.2,2026-08-29T16:30:00Z,8,False,19,0,0,0,2,0,2,0,15641,0,1,2,0,2.0,1,-1965,717,2682,60,False,0
Enes Ünal,FWD,Bournemouth,0.0,0,0,0,0,0,0.0,0,80,0.00,0.00,0.00,0.00,12,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,False,9,0,0,0,0,0,2,0,2487,0,0,1,1,0.0,0,-1070,0,1070,55,True,0
Alysson Edward Franco da Rocha dos Santos,MID,Aston Villa,1.6,0,0,2,0,0,0.8,2,52,0.00,0.00,0.00,0.02,20,0,0,0.4,1.2,2026-08-31T19:00:00Z,19,False,1,0,0,0,1,0,2,0,4426,0,1,1,0,2.0,0,-253,343,596,50,True,1
Zavier Gozo,MID,Crystal Palace,0.4,0,0,3,0,0,1.3,1,595,0.00,0.00,0.00,0.20,11,1,0,0.3,1.4,2026-08-28T19:00:00Z,22,False,15,0,0,0,0,0,2,0,1414,0,1,4,1,0.0,1,-72,101,173,50,True,0
Freddie Woodman,GK,Liverpool,0.0,0,0,0,0,0,0.0,0,352,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,0,False,18,0,0,0,0,0,2,0,107195,0,0,2,2,0.0,0,-2260,3263,5523,40,True,0
Tyler Adams,MID,Bournemouth,1.6,0,0,4,0,0,1.3,3,73,0.00,0.00,0.00,0.16,12,1,0,0.3,1.6,2026-08-29T14:00:00Z,21,False,9,0,0,0,3,0,2,0,22708,0,0,1,1,0.0,1,177,3032,2855,50,True,0
Kristoffer Ajer,DEF,Brentford,4.2,0,0,7,0,17,21.0,17,87,0.01,0.01,0.00,1.46,17,1,0,6.1,37.8,2026-08-30T13:00:00Z,90,False,13,0,0,0,2,0,2,0,412431,1,0,1,1,2.0,3,56076,69978,13902,45,False,1
Ewen Jaouen,GK,Newcastle,0.0,0,0,0,0,0,0.0,0,444,0.00,0.00,0.00,0.00,15,0,0,0.0,0.0,2026-08-29T16:30:00Z,0,False,19,0,0,0,0,0,2,0,2775,0,0,2,0,0.0,0,-224,124,348,45,False,0
Charlie Hughes,DEF,Hull City,0.0,0,0,0,0,0,0.0,0,278,0.00,0.00,0.00,0.00,13,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,False,7,0,0,0,0,0,2,0,10606,0,0,1,0,0.0,0,-2221,99,2320,40,False,0
Nilson Angulo,MID,Sunderland,2.4,0,0,13,1,0,16.7,5,551,0.04,0.04,0.00,0.58,19,0,0,2.4,7.2,2026-08-30T13:00:00Z,64,False,10,0,0,0,4,0,2,0,13112,1,1,0,1,0.0,3,3964,5343,1379,50,True,0
Matteo Ruggeri,DEF,Aston Villa,1.0,0,0,0,0,0,0.0,0,596,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,False,1,0,0,0,0,0,2,0,10673,0,0,1,0,0.0,0,-243,856,1099,45,True,0
Trevoh Chalobah,DEF,Chelsea,0.0,0,0,0,0,0,0.0,0,143,0.00,0.00,0.00,0.00,16,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,False,5,0,0,0,0,0,2,0,12877,0,0,3,4,0.0,0,-8058,0,8058,55,True,0
Malick Thiaw,DEF,Newcastle,2.8,0,0,25,1,3,1.5,3,445,0.02,0.02,0.00,1.12,15,0,0,0.8,6.8,2026-08-29T16:30:00Z,90,False,19,0,0,0,1,0,2,0,175248,1,0,2,0,0.0,6,8900,19798,10898,50,False,0
Amar Dedic,DEF,Newcastle,0.0,1,2,37,1,5,30.4,8,593,0.06,0.06,0.00,1.12,15,0,0,7.3,42.6,2026-08-29T16:30:00Z,90,False,19,0,0,0,5,0,2,0,36928,1,3,2,0,0.0,11,8203,10359,2156,45,False,0
Lewie Coyle,DEF,Hull City,2.8,0,0,2,0,4,0.3,4,280,0.00,0.00,0.00,1.09,13,0,0,0.5,4.6,2026-08-29T14:00:00Z,45,False,7,0,0,0,1,0,2,0,62770,1,0,1,0,0.0,0,-2458,2623,5081,40,False,1
Illan Meslier,GK,Arsenal,0.0,0,0,0,0,0,0.0,0,3,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,False,2,0,0,0,0,0,2,0,3125,0,0,1,0,0.0,0,-391,101,492,50,False,0
James Maddison,MID,Spurs,0.6,0,0,0,0,0,0.0,0,515,0.00,0.00,0.00,0.00,15,0,0,0.0,0.0,2026-08-29T16:30:00Z,0,False,17,0,0,0,0,0,2,0,96409,0,0,2,0,0.0,0,-34300,2686,36986,65,True,0
Joško Gvardiol,DEF,Man City,6.6,1,0,18,0,1,30.8,2,391,0.04,0.04,0.00,0.66,11,1,0,6.0,27.6,2026-08-28T19:00:00Z,74,False,8,0,0,0,0,0,2,0,1383738,1,1,4,1,2.0,5,193061,228418,35357,55,False,0
Rayan Cherki,MID,Man City,5.2,0,3,60,0,0,47.8,3,399,0.55,0.90,0.35,0.66,11,1,2,17.2,74.8,2026-08-28T19:00:00Z,81,False,8,0,0,0,3,0,2,0,1073154,1,0,4,1,49.0,14,161916,203318,41402,75,False,1
Jake O'Brien,DEF,Everton,0.4,0,0,0,0,0,0.0,0,232,0.00,0.00,0.00,0.00,12,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,False,3,0,0,0,0,0,2,0,42208,0,0,1,1,0.0,0,-6326,1403,7729,50,False,0
Jordan Pickford,GK,Everton,5.0,0,0,22,0,4,0.0,0,226,0.00,0.00,0.00,2.16,12,1,0,3.2,31.6,2026-08-29T14:00:00Z,90,False,3,0,0,0,11,0,2,4,878157,1,0,1,1,0.0,3,35349,63539,28190,55,False,0
Bradley Burrowes,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,50,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,False,1,0,0,0,0,0,2,0,64781,0,0,1,0,0.0,0,-3255,3513,6768,45,True,0
Pedro Porro Sauceda,DEF,Spurs,1.8,0,0,1,0,3,7.9,4,499,0.10,0.43,0.33,0.72,15,2,0,3.8,9.4,2026-08-29T16:30:00Z,90,False,17,0,0,0,2,0,2,0,1331308,1,1,2,0,21.0,1,-296944,20574,317518,55,True,0
