name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Romaine Mundle,MID,Sunderland,0.0,0,0,0,0,0,0.0,0,547,0.00,0.00,0.00,0.00,45,0,0,0.0,0.0,2026-09-20T13:00:00Z,0,False,15,0,0,0,0,0,5,0,586,0,0,3,5,0.0,0,-120,15,135,49,False,0
Senne Lammens,GK,Man Utd,2.2,0,0,22,0,0,0.0,0,412,0.00,0.00,0.00,1.62,50,1,0,0.0,0.0,2026-09-20T15:30:00Z,90,False,10,0,0,0,5,0,5,6,1105256,1,0,1,1,0.0,4,-106249,13915,120164,49,False,0
Ilia Gruev,MID,Leeds,0.0,0,0,0,0,0,0.0,0,344,0.00,0.00,0.00,0.00,44,0,0,0.0,0.0,2026-09-20T13:00:00Z,0,False,8,0,0,0,0,0,5,0,312,0,0,0,0,0.0,0,-13,24,37,50,True,0
Giorgi Mamardashvili,GK,Liverpool,0.0,0,0,0,0,0,0.0,0,351,0.00,0.00,0.00,0.00,49,0,0,0.0,0.0,2026-09-20T13:00:00Z,0,False,3,0,0,0,0,0,5,0,13807,0,0,1,0,0.0,0,-846,439,1285,49,False,0
Antonín Kinský,GK,Spurs,3.6,0,0,5,0,0,0.0,0,496,0.00,0.00,0.00,1.16,48,3,0,0.0,0.0,2026-09-19T11:30:00Z,90,False,2,0,0,0,5,0,5,3,1963942,1,0,3,2,0.0,2,-1315,95710,97025,45,True,0
Vitaly Janelt,MID,Brentford,5.6,0,0,13,1,2,0.0,9,98,0.04,0.07,0.03,0.83,41,0,0,0.0,0.0,2026-09-18T19:00:00Z,90,False,6,0,0,0,4,0,5,0,273119,1,3,0,3,0.0,3,13473,47235,33762,50,True,0
Cristian Romero,DEF,Spurs,0.0,0,0,0,0,0,0.0,0,500,0.00,0.00,0.00,0.00,48,0,0,0.0,0.0,2026-09-19T11:30:00Z,0,False,2,0,0,0,0,0,5,0,9526,0,0,3,2,0.0,0,-610,0,610,50,True,0
Caoimhín Kelleher,GK,Brentford,4.0,0,0,27,1,2,0.0,0,82,0.00,0.00,0.00,0.83,41,0,0,0.0,0.0,2026-09-18T19:00:00Z,90,False,6,0,0,0,8,0,5,2,649762,1,0,0,3,0.0,6,-53924,9126,63050,50,True,0
Guglielmo Vicario,GK,Spurs,0.0,0,0,0,0,0,0.0,0,494,0.00,0.00,0.00,0.00,48,0,0,0.0,0.0,2026-09-19T11:30:00Z,0,False,2,0,0,0,0,0,5,0,14414,0,0,3,2,0.0,0,-1689,0,1689,45,True,0
Gerónimo Rulli,GK,Man City,0.0,0,0,0,0,0,0.0,0,587,0.00,0.00,0.00,0.00,45,0,0,0.0,0.0,2026-09-20T13:00:00Z,0,False,20,0,0,0,0,0,5,0,2254,0,0,3,5,0.0,0,-29,162,191,50,True,0
Vitezslav Jaros,GK,Liverpool,0.0,0,0,0,0,0,0.0,0,354,0.00,0.00,0.00,0.00,49,0,0,0.0,0.0,2026-09-20T13:00:00Z,0,False,3,0,0,0,0,0,5,0,2153,0,0,1,0,0.0,0,107,268,161,40,False,0
Ellis Simms,FWD,Coventry City,0.5,0,0,3,0,0,0.0,0,195,0.00,0.00,0.00,0.24,47,0,0,0.0,0.0,2026-09-19T16:30:00Z,16,False,18,0,0,0,0,0,5,0,72122,0,0,1,0,0.0,1,-10520,2905,13425,50,False,0
Borna Sosa,DEF,Crystal Palace,0.0,0,0,0,0,0,0.0,0,205,0.00,0.00,0.00,0.00,44,0,0,0.0,0.0,2026-09-20T13:00:00Z,0,False,13,0,0,0,0,0,5,0,1673,0,0,0,0,0.0,0,-274,0,274,45,False,0
Ryan Gravenberch,MID,Liverpool,1.8,0,0,3,0,0,0.0,1,371,0.01,0.01,0.00,0.14,49,0,0,0.0,0.0,2026-09-20T13:00:00Z,9,False,3,0,0,0,1,0,5,0,124836,0,0,1,0,0.0,1,-19324,3604,22928,59,False,0
Wilson Isidor,FWD,Sunderland,3.0,0,0,3,0,0,0.0,2,553,0.00,0.00,0.00,1.79,45,1,0,0.0,0.0,2026-09-20T13:00:00Z,22,False,15,0,0,0,1,0,5,0,143906,0,1,3,5,0.0,1,-18986,6445,25431,55,False,0
Yéremy Pino Santos,MID,Crystal Palace,2.8,0,0,10,1,2,0.0,5,211,0.15,0.31,0.16,1.26,44,0,0,0.0,0.0,2026-09-20T13:00:00Z,81,False,13,0,0,0,3,0,5,0,38017,1,0,0,0,0.0,2,-12233,1928,14161,55,False,1
Harvey Elliott,MID,Liverpool,0.0,0,0,0,0,0,0.0,0,383,0.00,0.00,0.00,0.00,49,0,0,0.0,0.0,2026-09-20T13:00:00Z,0,False,3,0,0,0,0,0,5,0,3642,0,0,1,0,0.0,0,-576,0,576,54,False,0
Gabriel Gudmundsson,DEF,Leeds,2.8,0,0,27,1,2,0.0,5,331,0.03,0.03,0.00,1.06,44,0,0,0.0,0.0,2026-09-20T13:00:00Z,90,False,8,0,0,0,1,0,5,0,8163,1,3,0,0,0.0,6,1220,1740,520,45,True,0
Andrey Nascimento dos Santos,MID,Man Utd,0.8,0,0,0,0,0,0.0,0,162,0.00,0.00,0.00,0.00,50,0,0,0.0,0.0,2026-09-20T15:30:00Z,0,False,10,0,0,0,0,0,5,0,64624,0,0,1,1,0.0,0,-9593,2868,12461,48,False,0
Altay Bayındır,GK,Man Utd,0.0,0,0,0,0,0,0.0,0,413,0.00,0.00,0.00,0.00,50,0,0,0.0,0.0,2026-09-20T15:30:00Z,0,False,10,0,0,0,0,0,5,0,1255,0,0,1,1,0.0,0,-93,0,93,45,False,0
Tino Livramento,DEF,Newcastle,0.8,0,0,0,0,0,0.0,0,450,0.00,0.00,0.00,0.00,46,0,0,0.0,0.0,2026-09-19T14:00:00Z,0,False,11,0,0,0,0,0,5,0,12541,0,0,1,2,0.0,0,4786,6097,1311,49,True,0
Ali Al-Hamadi,FWD,Ipswich Town,0.0,0,0,0,0,0,0.0,0,322,0.00,0.00,0.00,0.00,43,0,0,0.0,0.0,2026-09-19T14:00:00Z,0,False,9,0,0,0,0,0,5,0,5776,0,0,0,1,0.0,0,-988,0,988,50,False,0
Jorge Cuenca Barreno,DEF,Fulham,0.6,0,0,0,0,0,0.0,0,255,0.00,0.00,0.00,0.00,50,0,0,0.0,0.0,2026-09-20T15:30:00Z,0,False,16,0,0,0,0,0,5,0,2849,0,0,1,1,0.0,0,-243,89,332,45,True,0
Igor Julio dos Santos de Paulo,DEF,Brighton,0.0,0,0,0,0,0,0.0,0,118,0.00,0.00,0.00,0.00,42,0,0,0.0,0.0,2026-09-19T14:00:00Z,0,False,1,0,0,0,0,0,5,0,4271,0,0,0,3,0.0,0,-883,0,883,45,True,0
Ryan Christie,MID,Bournemouth,1.0,0,0,0,0,0,0.0,5,75,0.01,0.51,0.50,1.40,49,1,0,0.0,0.0,2026-09-20T13:00:00Z,74,False,14,0,0,0,5,0,5,0,3511,1,0,1,0,0.0,2,-118,541,659,50,True,0
Harry Maguire,DEF,Man Utd,2.0,0,0,17,0,4,0.0,5,418,0.03,0.04,0.01,1.62,50,1,0,0.0,0.0,2026-09-20T15:30:00Z,90,False,10,0,0,0,4,0,5,0,993742,1,1,1,1,0.0,2,-142518,13938,156456,49,False,0
Óscar Zambrano,MID,Hull City,0.0,0,0,0,0,0,0.0,0,294,0.00,0.00,0.00,0.00,46,0,0,0.0,0.0,2026-09-19T14:00:00Z,0,False,17,0,0,0,0,0,5,0,10217,0,0,1,2,0.0,0,63,1214,1151,45,False,0
Toby Collyer,MID,Man Utd,0.0,0,0,0,0,0,0.0,0,436,0.00,0.00,0.00,0.00,50,0,0,0.0,0.0,2026-09-20T15:30:00Z,0,False,10,0,0,0,0,0,5,0,1099,0,0,1,1,0.0,0,-135,0,135,50,False,0
Regan Slater,MID,Hull City,3.0,0,0,9,0,1,0.0,3,290,0.03,0.16,0.13,1.31,46,2,0,0.0,0.0,2026-09-19T14:00:00Z,77,False,17,0,0,0,2,0,5,0,597244,1,0,1,2,0.0,2,-886,62686,63572,45,False,0
Jaka Bijol,DEF,Leeds,2.4,0,0,0,0,0,0.0,0,327,0.00,0.00,0.00,0.00,44,0,0,0.0,0.0,2026-09-20T13:00:00Z,0,False,8,0,0,0,0,0,5,0,79639,0,0,0,0,0.0,0,-9261,3804,13065,50,True,0
Eliot Matazo,MID,Hull City,0.0,0,0,0,0,0,0.0,0,291,0.00,0.00,0.00,0.00,46,0,0,0.0,0.0,2026-09-19T14:00:00Z,0,False,17,0,0,0,0,0,5,0,638,0,0,1,2,0.0,0,-23,67,90,45,False,0
Dango Ouattara,MID,Brentford,1.4,0,0,2,0,0,0.0,0,95,0.00,0.00,0.00,0.13,41,0,0,0.0,0.0,2026-09-18T19:00:00Z,9,False,6,0,0,0,0,0,5,0,52273,0,0,0,3,0.0,1,-13619,1029,14648,63,True,0
Veljko Milosavljevic,DEF,Bournemouth,0.0,0,0,0,0,0,0.0,0,63,0.00,0.00,0.00,0.00,49,0,0,0.0,0.0,2026-09-20T13:00:00Z,0,False,14,0,0,0,0,0,5,0,843,0,0,1,0,0.0,0,-21,74,95,49,True,0
Kjell Scherpen,GK,Ipswich Town,1.4,0,0,0,0,0,0.0,0,564,0.00,0.00,0.00,0.00,43,0,0,0.0,0.0,2026-09-19T14:00:00Z,0,False,9,0,0,0,0,0,5,0,63895,0,0,0,1,0.0,0,-1335,2903,4238,45,False,0
Jurriën Timber,DEF,Arsenal,0.2,0,0,-6,0,0,0.0,2,5,0.02,0.02,0.00,0.61,42,3,0,0.0,0.0,2026-09-19T14:00:00Z,59,False,5,0,0,0,2,0,5,0,32012,1,2,0,3,0.0,0,16270,20088,3818,65,False,0
Loum Tchaouna,MID,Coventry City,0.8,0,0,5,0,1,0.0,3,190,0.00,0.04,0.04,0.50,47,0,0,0.0,0.0,2026-09-19T16:30:00Z,45,False,18,0,0,0,2,0,5,0,10419,0,0,1,0,0.0,1,-1058,39,1097,54,False,0
Richarlison de Andrade,FWD,Spurs,0.0,0,0,0,0,0,0.0,0,527,0.00,0.00,0.00,0.00,48,0,0,0.0,0.0,2026-09-19T11:30:00Z,0,False,2,0,0,0,0,0,5,0,74547,0,0,3,2,0.0,0,-22415,0,22415,59,True,0
Dominic Solanke-Mitchell,FWD,Spurs,1.4,0,0,9,0,1,0.0,6,526,0.00,0.12,0.12,1.01,48,1,0,0.0,0.0,2026-09-19T11:30:00Z,65,False,2,0,0,0,3,0,5,0,92077,1,2,3,2,0.0,2,-7033,6047,13080,58,True,0
John Egan,DEF,Hull City,5.2,0,0,2,0,2,0.0,4,277,0.00,0.01,0.01,1.31,46,2,0,0.0,0.0,2026-09-19T14:00:00Z,77,False,17,0,0,0,1,0,5,0,776181,1,2,1,2,0.0,1,76284,120781,44497,41,False,0
Nikola Milenković,DEF,Nott'm Forest,0.0,0,0,0,0,0,0.0,0,471,0.00,0.00,0.00,0.00,47,0,0,0.0,0.0,2026-09-19T16:30:00Z,0,False,7,0,0,0,0,0,5,0,119506,0,0,1,0,0.0,0,-50208,256,50464,55,True,0
Joao Gomes,MID,Aston Villa,0.4,0,0,13,0,5,0.0,13,54,0.02,0.02,0.00,1.56,48,2,0,0.0,0.0,2026-09-19T11:30:00Z,90,False,19,0,0,0,3,0,5,0,4213,1,5,3,2,0.0,4,137,464,327,55,False,0
Quinten Timber,MID,Crystal Palace,3.0,0,0,13,1,2,0.0,5,644,0.03,0.15,0.12,1.31,44,0,0,0.0,0.0,2026-09-20T13:00:00Z,90,False,13,0,0,0,1,0,5,0,3505,1,2,0,0,0.0,3,782,1410,628,50,False,0
Matt Crooks,MID,Hull City,0.6,0,0,6,0,0,0.0,2,289,0.12,0.12,0.00,1.19,46,2,0,0.0,0.0,2026-09-19T14:00:00Z,45,False,17,0,0,0,0,0,5,0,51411,1,2,1,2,0.0,0,-2230,4076,6306,45,False,1
Fábio Freitas Gouveia Carvalho,MID,Brentford,1.2,0,0,23,0,0,0.0,0,100,0.00,0.43,0.43,0.13,41,0,1,0.0,0.0,2026-09-18T19:00:00Z,3,False,6,0,0,0,0,0,5,0,2231,0,0,0,3,0.0,6,-77,265,342,50,True,0
Nathan Collins,DEF,Brentford,0.0,0,0,0,0,0,0.0,0,84,0.00,0.00,0.00,0.00,41,0,0,0.0,0.0,2026-09-18T19:00:00Z,0,False,6,0,0,0,0,0,5,0,111916,0,0,0,3,0.0,0,-39288,104,39392,54,True,0
Francisco Evanilson de Lima Barbosa,FWD,Bournemouth,3.6,0,0,12,0,1,0.0,5,79,0.01,0.17,0.16,1.65,49,1,0,0.0,0.0,2026-09-20T13:00:00Z,90,False,14,0,0,0,2,0,5,0,350510,1,2,1,0,0.0,2,-2578,44404,46982,60,True,0
Martin Dubravka,GK,Spurs,0.0,0,0,0,0,0,0.0,0,497,0.00,0.00,0.00,0.00,48,0,0,0.0,0.0,2026-09-19T11:30:00Z,0,False,2,0,0,0,0,0,5,0,1908194,0,0,3,2,0.0,0,-25006,59833,84839,40,True,0
Matz Sels,GK,Nott'm Forest,2.8,0,0,10,0,0,0.0,0,467,0.00,0.00,0.00,0.67,47,1,0,0.0,0.0,2026-09-19T16:30:00Z,90,False,7,0,0,0,9,0,5,2,207232,1,0,1,0,0.0,2,26195,39386,13191,50,True,0
Daichi Kamada,MID,Crystal Palace,4.2,0,0,12,1,0,0.0,10,214,0.03,0.45,0.42,1.31,44,0,0,0.0,0.0,2026-09-20T13:00:00Z,90,False,13,0,0,0,9,0,5,0,59125,1,1,0,0,0.0,3,14554,22401,7847,50,False,0
Sepp van den Berg,DEF,Brentford,0.0,0,0,0,0,0,0.0,0,85,0.00,0.00,0.00,0.00,41,0,0,0.0,0.0,2026-09-18T19:00:00Z,0,False,6,0,0,0,0,0,5,0,6772,0,0,0,3,0.0,0,-729,37,766,49,True,0
Michael Svoboda,DEF,Brighton,0.2,0,0,5,0,0,0.0,1,120,0.00,0.00,0.00,0.14,42,0,0,0.0,0.0,2026-09-19T14:00:00Z,4,False,1,0,0,0,1,0,5,0,5657,0,1,0,3,0.0,1,-310,647,957,50,True,0
Nicolás Domínguez,MID,Nott'm Forest,0.2,0,0,0,0,0,0.0,0,487,0.00,0.00,0.00,0.00,47,0,0,0.0,0.0,2026-09-19T16:30:00Z,0,False,7,0,0,0,0,0,5,0,6327,0,0,1,0,0.0,0,-459,254,713,49,True,0
Micky van de Ven,DEF,Spurs,3.2,0,0,7,0,5,0.0,6,503,0.01,0.03,0.02,1.16,48,3,0,0.0,0.0,2026-09-19T11:30:00Z,90,False,2,0,0,0,5,0,5,0,429279,1,1,3,2,0.0,1,8883,29652,20769,50,True,0
Keane Lewis-Potter,MID,Brentford,4.4,0,0,15,1,5,0.0,9,86,0.01,0.16,0.15,0.70,41,0,0,0.0,0.0,2026-09-18T19:00:00Z,80,False,6,0,0,0,3,0,5,0,187862,1,1,0,3,0.0,3,-36251,6251,42502,55,True,0
Alex Scott,MID,Bournemouth,6.0,0,0,17,0,0,0.0,8,69,0.07,0.19,0.12,1.65,49,1,0,0.0,0.0,2026-09-20T13:00:00Z,90,False,14,0,0,0,8,0,5,0,624564,1,0,1,0,0.0,2,-5057,72063,77120,61,True,0
Morgan Gibbs-White,MID,Nott'm Forest,5.6,0,0,25,0,0,0.0,2,480,0.40,0.40,0.00,0.67,47,1,0,0.0,0.0,2026-09-19T16:30:00Z,90,False,7,0,0,0,2,0,5,0,1912107,1,0,1,0,0.0,2,705914,744604,38690,80,True,0
Matt Targett,DEF,Hull City,0.2,0,0,0,0,0,0.0,0,556,0.00,0.00,0.00,0.00,46,0,0,0.0,0.0,2026-09-19T14:00:00Z,0,False,17,0,0,0,0,0,5,0,187250,0,0,1,2,0.0,0,-15803,3674,19477,40,False,0
Anthony Elanga,MID,Newcastle,0.0,0,0,0,0,0,0.0,0,454,0.00,0.00,0.00,0.00,46,0,0,0.0,0.0,2026-09-19T14:00:00Z,0,False,11,0,0,0,0,0,5,0,616024,0,0,1,2,0.0,0,-564623,53653,618276,62,True,0
Josh King,MID,Fulham,4.8,0,0,10,1,1,0.0,5,268,0.03,0.41,0.38,1.25,50,0,0,0.0,0.0,2026-09-20T15:30:00Z,79,False,16,0,0,0,4,0,5,0,214660,1,0,1,1,0.0,2,78271,104721,26450,55,True,1
Ben Gannon-Doak,MID,Bournemouth,0.8,0,0,3,0,0,0.0,0,72,0.02,0.02,0.00,0.25,49,0,0,0.0,0.0,2026-09-20T13:00:00Z,2,False,14,0,0,0,0,0,5,0,6412,0,0,1,0,0.0,1,-515,338,853,49,True,0
Daniel Muñoz Mejía,DEF,Nott'm Forest,1.0,0,0,5,0,2,0.0,3,201,0.02,0.14,0.12,0.67,47,1,0,0.0,0.0,2026-09-19T16:30:00Z,82,False,7,0,0,0,3,0,5,0,706118,1,1,1,0,0.0,2,48095,100431,52336,54,True,0
Benjamin Fredrick,DEF,Brentford,1.1,0,0,0,0,0,0.0,0,660,0.00,0.00,0.00,0.00,41,0,0,0.0,0.0,2026-09-18T19:00:00Z,0,False,6,0,0,0,0,0,5,0,0,0,0,0,3,0.0,0,0,0,0,40,True,0
Jacob Murphy,MID,Newcastle,0.6,0,0,12,0,3,0.0,8,457,0.07,0.10,0.03,1.59,46,1,0,0.0,0.0,2026-09-19T14:00:00Z,90,False,11,0,0,0,3,0,5,0,14522,1,2,1,2,0.0,1,349,2209,1860,59,True,1
Enes Ünal,FWD,Bournemouth,0.0,0,0,0,0,0,0.0,0,80,0.00,0.00,0.00,0.00,49,0,0,0.0,0.0,2026-09-20T13:00:00Z,0,False,14,0,0,0,0,0,5,0,1665,0,0,1,0,0.0,0,-121,0,121,55,True,0
Alysson Edward Franco da Rocha dos Santos,MID,Aston Villa,1.6,0,0,0,0,0,0.0,0,52,0.00,0.00,0.00,0.00,48,0,0,0.0,0.0,2026-09-19T11:30:00Z,0,False,19,0,0,0,0,0,5,0,6101,0,0,3,2,0.0,0,983,1608,625,50,False,0
Zavier Gozo,MID,Crystal Palace,0.4,0,0,0,0,0,0.0,0,595,0.00,0.00,0.00,0.00,44,0,0,0.0,0.0,2026-09-20T13:00:00Z,0,False,13,0,0,0,0,0,5,0,1330,0,0,0,0,0.0,0,-117,81,198,50,False,0
Freddie Woodman,GK,Liverpool,0.0,0,0,0,0,0,0.0,0,352,0.00,0.00,0.00,0.00,49,0,0,0.0,0.0,2026-09-20T13:00:00Z,0,False,3,0,0,0,0,0,5,0,112455,0,0,1,0,0.0,0,-1961,2495,4456,40,False,0
Tyler Adams,MID,Bournemouth,2.4,0,0,13,0,5,0.0,13,73,0.04,0.04,0.00,1.40,49,1,0,0.0,0.0,2026-09-20T13:00:00Z,87,False,14,0,0,0,6,0,5,0,29052,1,2,1,0,0.0,4,-871,2995,3866,50,True,0
Kristoffer Ajer,DEF,Brentford,4.2,0,1,29,1,9,0.0,9,87,0.05,0.05,0.00,0.83,41,0,0,0.0,0.0,2026-09-18T19:00:00Z,90,False,6,0,0,0,3,0,5,0,417707,1,0,0,3,0.0,7,-65023,8947,73970,45,True,0
Ewen Jaouen,GK,Newcastle,0.0,0,0,0,0,0,0.0,0,444,0.00,0.00,0.00,0.00,46,0,0,0.0,0.0,2026-09-19T14:00:00Z,0,False,11,0,0,0,0,0,5,0,2273,0,0,1,2,0.0,0,-225,30,255,45,True,0
Charlie Hughes,DEF,Hull City,0.0,0,0,0,0,0,0.0,0,278,0.00,0.00,0.00,0.00,46,0,0,0.0,0.0,2026-09-19T14:00:00Z,0,False,17,0,0,0,0,0,5,0,32994,0,0,1,2,0.0,0,9741,15378,5637,39,False,0
Nilson Angulo,MID,Sunderland,3.2,1,0,13,0,3,0.0,4,551,0.01,0.46,0.45,0.75,45,4,0,0.0,0.0,2026-09-20T13:00:00Z,59,False,15,0,0,0,1,0,5,0,12830,1,0,3,5,0.0,4,-1429,718,2147,50,False,0
Matteo Ruggeri,DEF,Aston Villa,1.0,0,0,11,0,13,0.0,13,596,0.01,0.04,0.03,1.56,48,2,0,0.0,0.0,2026-09-19T11:30:00Z,90,False,19,0,0,0,9,0,5,0,9272,1,0,3,2,0.0,3,-395,779,1174,45,False,0
Trevoh Chalobah,DEF,Chelsea,0.0,0,0,0,0,0,0.0,0,143,0.00,0.00,0.00,0.00,41,0,0,0.0,0.0,2026-09-18T19:00:00Z,0,False,4,0,0,0,0,0,5,0,7643,0,0,0,3,0.0,0,-705,0,705,55,False,0
Malick Thiaw,DEF,Newcastle,2.8,0,0,13,0,13,0.0,13,445,0.01,0.01,0.00,1.59,46,1,0,0.0,0.0,2026-09-19T14:00:00Z,90,False,11,0,0,0,3,0,5,0,240813,1,0,1,2,0.0,4,4121,28969,24848,50,True,0
Amar Dedic,DEF,Newcastle,0.0,0,0,0,0,0,0.0,0,593,0.00,0.00,0.00,0.00,46,0,0,0.0,0.0,2026-09-19T14:00:00Z,0,False,11,0,0,0,0,0,5,0,219257,0,0,1,2,0.0,0,-92524,11096,103620,45,True,0
Lewie Coyle,DEF,Hull City,2.8,0,0,3,0,1,0.0,2,280,0.04,0.04,0.00,1.44,46,2,0,0.0,0.0,2026-09-19T14:00:00Z,90,False,17,0,0,0,3,0,5,0,74510,1,1,1,2,0.0,1,7516,11929,4413,40,False,0
Illan Meslier,GK,Arsenal,0.0,0,0,0,0,0,0.0,0,3,0.00,0.00,0.00,0.00,42,0,0,0.0,0.0,2026-09-19T14:00:00Z,0,False,5,0,0,0,0,0,5,0,3038,0,0,0,3,0.0,0,-115,86,201,49,False,0
James Maddison,MID,Spurs,0.6,0,0,9,0,0,0.0,6,515,0.02,0.08,0.06,0.15,48,2,0,0.0,0.0,2026-09-19T11:30:00Z,24,False,2,0,0,0,2,0,5,0,43979,0,4,3,2,0.0,1,-2925,1741,4666,63,True,0
Joško Gvardiol,DEF,Man City,7.4,1,0,22,0,7,0.0,7,391,0.63,0.63,0.00,3.57,45,3,0,0.0,0.0,2026-09-20T13:00:00Z,90,False,20,0,0,0,6,0,5,0,2895075,1,0,3,5,0.0,4,548451,589540,41089,57,True,0
Rayan Cherki,MID,Man City,6.8,0,1,35,0,2,0.0,5,399,0.13,0.26,0.13,3.18,45,3,1,0.0,0.0,2026-09-20T13:00:00Z,84,False,20,0,0,0,3,0,5,0,3041594,1,0,3,5,0.0,8,-126234,163004,289238,78,True,0
Jake O'Brien,DEF,Everton,0.4,0,0,3,0,1,0.0,1,232,0.00,0.00,0.00,0.16,43,0,0,0.0,0.0,2026-09-19T14:00:00Z,1,False,12,0,0,0,1,0,5,0,31104,0,0,0,1,0.0,1,-1516,1257,2773,49,True,0
Jordan Pickford,GK,Everton,5.0,0,1,34,1,1,0.0,0,226,0.00,0.00,0.00,1.44,43,0,0,0.0,0.0,2026-09-19T14:00:00Z,90,False,12,0,0,0,7,0,5,4,1016911,1,0,0,1,0.0,8,36703,77729,41026,55,True,0
