name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Gerónimo Rulli,GK,Man City,0.0,0,0,0,0,0,0.0,0,587,0.00,0.00,0.00,0.00,39,0,0,0.0,0.0,2026-09-13T15:30:00Z,0,False,16,0,0,0,0,0,4,0,2136,0,0,1,0,0.0,0,-127,129,256,50,False,0
Vitezslav Jaros,GK,Liverpool,0.0,0,0,0,0,0,0.0,0,354,0.00,0.00,0.00,0.00,35,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,10,0,0,0,0,0,4,0,1961,0,0,0,0,0.0,0,157,567,410,40,True,0
Ellis Simms,FWD,Coventry City,0.6,0,0,0,0,0,0.0,0,195,0.00,0.00,0.00,0.00,38,0,0,0.0,0.0,2026-09-13T13:00:00Z,0,False,5,0,0,0,0,0,4,0,81354,0,0,5,0,0.0,0,-8583,5606,14189,50,True,0
Borna Sosa,DEF,Crystal Palace,0.0,0,0,0,0,0,0.0,0,205,0.00,0.00,0.00,0.00,34,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,12,0,0,0,0,0,4,0,1928,0,0,3,2,0.0,0,-639,0,639,45,True,0
Ryan Gravenberch,MID,Liverpool,1.6,0,0,13,0,7,11.4,10,371,0.01,0.05,0.04,0.54,35,0,0,3.3,19.6,2026-09-12T14:00:00Z,59,False,10,0,0,0,1,0,4,0,140580,1,2,0,0,2.0,1,-33117,5155,38272,59,True,0
Wilson Isidor,FWD,Sunderland,2.8,0,0,1,0,0,0.1,1,553,0.00,0.00,0.00,1.07,36,1,0,0.1,1.2,2026-09-12T19:00:00Z,20,False,1,0,0,0,0,0,4,0,163059,0,1,2,0,0.0,1,25312,47557,22245,55,True,0
Yéremy Pino Santos,MID,Crystal Palace,2.4,0,0,4,0,0,2.7,1,211,0.01,0.01,0.00,0.38,34,1,0,0.5,0.0,2026-09-12T14:00:00Z,36,False,12,0,0,0,1,0,4,0,63756,1,0,3,2,2.0,1,27655,36851,9196,55,True,0
Harvey Elliott,MID,Liverpool,0.0,0,0,0,0,0,0.0,0,383,0.00,0.00,0.00,0.00,35,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,10,0,0,0,0,0,4,0,4155,0,0,0,0,0.0,0,-1672,0,1672,54,True,0
Gabriel Gudmundsson,DEF,Leeds,1.6,0,0,26,1,1,8.6,4,331,0.18,0.18,0.00,0.58,40,0,0,2.3,10.0,2026-09-14T19:00:00Z,72,False,17,0,0,0,2,0,4,0,5954,1,3,1,4,4.0,6,621,1148,527,45,True,0
Andrey Nascimento dos Santos,MID,Man Utd,0.8,0,0,0,0,0,0.0,0,162,0.00,0.00,0.00,0.00,39,0,0,0.0,0.0,2026-09-13T15:30:00Z,0,False,15,0,0,0,0,0,4,0,72284,0,0,1,0,0.0,0,-13179,3527,16706,49,True,0
Altay Bayındır,GK,Man Utd,0.0,0,0,0,0,0,0.0,0,413,0.00,0.00,0.00,0.00,39,0,0,0.0,0.0,2026-09-13T15:30:00Z,0,False,15,0,0,0,0,0,4,0,1335,0,0,1,0,0.0,0,-137,0,137,45,True,0
Jamie Bynoe-Gittens,MID,Chelsea,0.0,0,0,0,0,0,0.0,0,158,0.00,0.00,0.00,0.00,33,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,11,0,0,0,0,0,4,0,2962,0,0,2,2,0.0,0,-225,250,475,59,True,0
Tino Livramento,DEF,Newcastle,0.8,1,0,9,0,1,3.8,3,450,0.01,0.01,0.00,0.16,40,1,0,1.3,4.8,2026-09-14T19:00:00Z,32,False,13,0,0,0,4,0,4,0,6615,0,2,1,4,4.0,3,2452,3493,1041,49,False,1
Ali Al-Hamadi,FWD,Ipswich Town,0.0,0,0,0,0,0,0.0,0,322,0.00,0.00,0.00,0.00,34,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,8,0,0,0,0,0,4,0,6747,0,0,3,2,0.0,0,-1678,0,1678,50,False,0
Jorge Cuenca Barreno,DEF,Fulham,0.6,0,0,0,0,0,0.0,0,255,0.00,0.00,0.00,0.00,35,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,14,0,0,0,0,0,4,0,3009,0,0,0,0,0.0,0,-509,104,613,45,False,0
Igor Julio dos Santos de Paulo,DEF,Brighton,0.0,0,0,0,0,0,0.0,0,118,0.00,0.00,0.00,0.00,38,0,0,0.0,0.0,2026-09-13T13:00:00Z,0,False,7,0,0,0,0,0,4,0,5099,0,0,5,0,0.0,0,-1990,0,1990,45,False,0
Ryan Christie,MID,Bournemouth,0.6,0,0,7,0,3,14.4,7,75,0.12,0.12,0.00,0.11,32,0,0,2.5,6.6,2026-09-12T14:00:00Z,24,False,4,0,0,0,4,0,4,0,3640,0,0,2,2,4.0,1,542,1116,574,50,True,0
Harry Maguire,DEF,Man Utd,1.6,0,0,4,0,4,1.6,5,418,0.01,0.13,0.12,1.10,39,1,0,2.2,9.4,2026-09-13T15:30:00Z,90,False,15,0,0,0,6,0,4,0,1091541,1,1,1,0,11.0,1,-358924,17287,376211,49,True,1
Óscar Zambrano,MID,Hull City,0.0,0,0,0,0,0,0.0,0,294,0.00,0.00,0.00,0.00,33,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,6,0,0,0,0,0,4,0,10293,0,0,2,2,0.0,0,258,1379,1121,45,False,0
Toby Collyer,MID,Man Utd,0.0,0,0,0,0,0,0.0,0,436,0.00,0.00,0.00,0.00,39,0,0,0.0,0.0,2026-09-13T15:30:00Z,0,False,15,0,0,0,0,0,4,0,1225,0,0,1,0,0.0,0,-257,0,257,50,True,0
Regan Slater,MID,Hull City,3.0,0,0,22,0,3,26.9,11,290,0.10,0.14,0.04,0.91,33,2,0,5.3,19.2,2026-09-12T14:00:00Z,90,False,6,0,0,0,5,0,4,0,601956,1,3,2,2,7.0,2,81497,170308,88811,45,False,0
Jaka Bijol,DEF,Leeds,2.4,0,0,0,0,0,0.0,0,327,0.00,0.00,0.00,0.00,40,0,0,0.0,0.0,2026-09-14T19:00:00Z,0,False,17,0,0,0,0,0,4,0,87595,0,0,1,4,0.0,0,-10468,4371,14839,50,True,0
Eliot Matazo,MID,Hull City,0.0,0,0,0,0,0,0.0,0,291,0.00,0.00,0.00,0.00,33,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,6,0,0,0,0,0,4,0,664,0,0,2,2,0.0,0,1,117,116,45,False,0
Dango Ouattara,MID,Brentford,1.4,0,0,4,0,1,1.7,4,95,0.01,0.03,0.02,0.50,32,0,0,1.0,2.0,2026-09-12T14:00:00Z,30,False,3,0,0,0,3,0,4,0,64766,0,0,2,2,6.0,1,-22021,1377,23398,64,False,0
Veljko Milosavljevic,DEF,Bournemouth,0.0,0,0,0,0,0,0.0,0,63,0.00,0.00,0.00,0.00,32,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,4,0,0,0,0,0,4,0,852,0,0,2,2,0.0,0,-94,70,164,50,True,0
Kjell Scherpen,GK,Ipswich Town,1.4,0,0,6,0,3,0.0,0,564,0.00,0.00,0.00,0.62,34,2,0,1.5,15.0,2026-09-12T14:00:00Z,90,False,8,0,0,0,9,0,4,2,63943,1,0,3,2,0.0,1,330,5936,5606,45,False,0
Jurriën Timber,DEF,Arsenal,0.2,0,0,3,0,2,1.9,3,5,0.01,0.01,0.00,1.57,36,0,0,0.8,6.0,2026-09-12T19:00:00Z,45,False,20,0,0,0,5,0,4,0,8281,0,1,2,0,0.0,1,-772,618,1390,65,False,0
Loum Tchaouna,MID,Coventry City,0.8,0,0,0,0,0,0.0,0,190,0.00,0.00,0.00,0.00,38,0,0,0.0,0.0,2026-09-13T13:00:00Z,0,False,5,0,0,0,0,0,4,0,11417,0,0,5,0,0.0,0,-1390,187,1577,54,True,0
Richarlison de Andrade,FWD,Spurs,0.0,0,0,0,0,0,0.0,0,527,0.00,0.00,0.00,0.00,37,0,0,0.0,0.0,2026-09-12T16:30:00Z,0,False,9,0,0,0,0,0,4,0,94527,0,0,0,0,0.0,0,-69368,0,69368,59,True,0
Dominic Solanke-Mitchell,FWD,Spurs,1.4,0,0,4,1,0,4.3,2,526,0.01,0.01,0.00,0.67,37,0,0,0.8,0.0,2026-09-12T16:30:00Z,62,False,9,0,0,0,2,0,4,0,96682,1,0,0,0,6.0,2,-14059,5756,19815,59,True,0
John Egan,DEF,Hull City,5.2,0,0,-1,0,12,0.5,14,277,0.00,0.04,0.04,0.91,33,2,0,2.1,14.2,2026-09-12T14:00:00Z,90,False,6,0,0,0,6,0,4,0,688208,1,2,2,2,6.0,2,150184,223735,73551,41,False,1
Nikola Milenković,DEF,Nott'm Forest,0.0,0,0,0,0,0,0.0,0,471,0.00,0.00,0.00,0.00,31,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,2,0,0,0,0,0,4,0,171183,0,0,2,1,0.0,0,-346,9458,9804,55,False,0
Joao Gomes,MID,Aston Villa,0.4,0,0,0,0,0,0.0,0,54,0.00,0.00,0.00,0.00,31,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,18,0,0,0,0,0,4,0,3819,0,0,2,1,0.0,0,-383,131,514,55,True,0
Quinten Timber,MID,Crystal Palace,2.0,0,0,24,0,2,4.9,16,644,0.03,0.13,0.10,1.68,34,3,0,5.7,25.2,2026-09-12T14:00:00Z,90,False,12,0,0,0,6,0,4,0,2570,1,8,3,2,27.0,4,1293,1757,464,50,True,0
Matt Crooks,MID,Hull City,0.6,0,0,2,0,5,0.4,10,289,0.00,0.00,0.00,0.55,33,2,0,1.1,11.0,2026-09-12T14:00:00Z,68,False,6,0,0,0,3,0,4,0,52575,1,2,2,2,0.0,1,-6726,2257,8983,45,False,1
Fábio Freitas Gouveia Carvalho,MID,Brentford,1.2,0,0,0,0,0,0.0,0,100,0.00,0.00,0.00,0.00,32,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,3,0,0,0,0,0,4,0,2209,0,0,2,2,0.0,0,3,335,332,50,False,0
Nathan Collins,DEF,Brentford,0.0,0,0,0,0,0,0.0,0,84,0.00,0.00,0.00,0.00,32,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,3,0,0,0,0,0,4,0,146784,0,0,2,2,0.0,0,-76756,1251,78007,55,False,0
Francisco Evanilson de Lima Barbosa,FWD,Bournemouth,3.2,1,0,22,0,1,40.0,4,79,0.25,0.25,0.00,0.48,32,2,0,6.7,22.8,2026-09-12T14:00:00Z,90,False,4,0,0,0,3,0,4,0,349369,1,0,2,2,4.0,5,3494,48861,45367,60,True,0
Martin Dubravka,GK,Spurs,0.0,0,0,0,0,0,0.0,0,497,0.00,0.00,0.00,0.00,37,0,0,0.0,0.0,2026-09-12T16:30:00Z,0,False,9,0,0,0,0,0,4,0,1929614,0,0,0,0,0.0,0,19545,144708,125163,40,True,0
Matz Sels,GK,Nott'm Forest,2.4,0,0,19,0,2,0.0,0,467,0.00,0.00,0.00,0.82,31,1,0,3.5,35.0,2026-09-12T14:00:00Z,90,False,2,0,0,0,11,0,4,5,147158,1,0,2,1,0.0,3,2211,15113,12902,50,False,0
Daichi Kamada,MID,Crystal Palace,3.6,2,0,30,0,0,21.9,1,214,0.05,0.05,0.00,1.20,34,2,0,6.0,36.2,2026-09-12T14:00:00Z,83,False,12,0,0,0,0,0,4,0,44888,1,1,3,2,2.0,8,11985,18109,6124,50,True,0
Sepp van den Berg,DEF,Brentford,0.0,0,0,0,0,0,0.0,0,85,0.00,0.00,0.00,0.00,32,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,3,0,0,0,0,0,4,0,7443,0,0,2,2,0.0,0,-1184,70,1254,49,False,0
Michael Svoboda,DEF,Brighton,0.2,0,0,0,0,0,0.0,0,120,0.00,0.00,0.00,0.00,38,0,0,0.0,0.0,2026-09-13T13:00:00Z,0,False,7,0,0,0,0,0,4,0,5997,0,0,5,0,0.0,0,4,898,894,50,False,0
Nicolás Domínguez,MID,Nott'm Forest,0.2,0,0,0,0,0,0.0,0,487,0.00,0.00,0.00,0.00,31,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,2,0,0,0,0,0,4,0,6666,0,0,2,1,0.0,0,-569,312,881,49,False,0
Micky van de Ven,DEF,Spurs,3.2,0,0,27,1,6,3.1,6,503,0.02,0.02,0.00,1.11,37,0,0,1.8,15.0,2026-09-12T16:30:00Z,90,False,9,0,0,0,4,0,4,0,414668,1,0,0,0,0.0,6,10120,33873,23753,50,True,0
Keane Lewis-Potter,MID,Brentford,4.4,0,0,0,0,1,1.6,2,86,0.13,0.16,0.03,1.25,32,2,0,0.8,0.8,2026-09-12T14:00:00Z,59,False,3,0,0,0,0,0,4,0,223550,1,1,2,2,6.0,1,-6193,26643,32836,55,False,0
Alex Scott,MID,Bournemouth,5.6,0,0,19,0,6,46.1,15,69,0.05,0.24,0.19,0.50,32,2,0,7.8,22.2,2026-09-12T14:00:00Z,90,False,4,0,0,0,7,0,4,0,657646,1,2,2,2,10.0,4,324036,386435,62399,61,True,0
Morgan Gibbs-White,MID,Nott'm Forest,5.2,1,3,42,0,0,98.5,4,480,0.91,1.07,0.16,0.82,31,1,0,16.4,39.0,2026-09-12T14:00:00Z,90,False,2,0,0,0,3,0,4,0,1011180,1,1,2,1,26.0,8,26861,175102,148241,79,False,0
Matt Targett,DEF,Hull City,0.2,0,0,0,0,0,0.0,0,556,0.00,0.00,0.00,0.00,33,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,6,0,0,0,0,0,4,0,203969,0,0,2,2,0.0,0,-14007,5238,19245,40,False,0
Anthony Elanga,MID,Newcastle,0.0,0,0,0,0,0,0.0,0,454,0.00,0.00,0.00,0.00,40,0,0,0.0,0.0,2026-09-14T19:00:00Z,0,False,13,0,0,0,0,0,4,0,1209834,0,0,1,4,0.0,0,130728,326071,195343,62,False,0
Josh King,MID,Fulham,4.4,0,0,19,1,0,14.3,4,268,0.09,0.30,0.21,0.81,35,0,0,6.3,11.4,2026-09-12T14:00:00Z,76,False,14,0,0,0,2,0,4,0,130602,1,2,0,0,37.0,3,47115,81597,34482,55,False,0
Rúben dos Santos Gato Alves Dias,DEF,Man City,3.2,0,0,24,1,7,0.2,7,390,0.00,0.00,0.00,1.00,39,0,0,2.0,17.4,2026-09-13T15:30:00Z,90,False,16,0,0,0,2,0,4,0,188216,1,0,1,0,2.0,6,-6512,11031,17543,55,False,0
Ben Gannon-Doak,MID,Bournemouth,0.6,0,0,6,0,0,1.5,4,72,0.03,0.13,0.10,0.11,32,0,0,1.0,1.6,2026-09-12T14:00:00Z,8,False,4,0,0,0,3,0,4,0,6799,0,1,2,2,7.0,1,-612,413,1025,49,True,0
Daniel Muñoz Mejía,DEF,Nott'm Forest,0.6,0,0,23,0,3,55.9,7,201,0.18,0.40,0.22,0.82,31,1,0,12.7,31.6,2026-09-12T14:00:00Z,90,False,2,0,0,0,4,0,4,0,588016,1,4,2,1,39.0,2,-83474,11222,94696,54,False,0
Jacob Murphy,MID,Newcastle,0.6,0,0,2,0,0,3.7,4,457,0.14,0.14,0.00,1.91,40,3,0,0.7,1.2,2026-09-14T19:00:00Z,56,False,13,0,0,0,3,0,4,0,13575,1,1,1,4,2.0,0,-1103,1062,2165,59,False,1
Enes Ünal,FWD,Bournemouth,0.0,0,0,0,0,0,0.0,0,80,0.00,0.00,0.00,0.00,32,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,4,0,0,0,0,0,4,0,1781,0,0,2,2,0.0,0,-219,0,219,55,True,0
Alysson Edward Franco da Rocha dos Santos,MID,Aston Villa,1.6,0,0,24,0,1,2.3,2,52,0.00,0.06,0.06,1.89,31,2,1,6.0,34.4,2026-09-12T14:00:00Z,45,False,18,0,0,0,1,0,4,0,4724,0,0,2,1,23.0,6,-205,508,713,50,True,0
Zavier Gozo,MID,Crystal Palace,0.4,0,0,3,0,0,0.3,0,595,0.00,0.00,0.00,0.48,34,1,0,0.0,0.0,2026-09-12T14:00:00Z,6,False,12,0,0,0,0,0,4,0,1406,0,0,3,2,0.0,1,-88,110,198,50,True,0
Freddie Woodman,GK,Liverpool,0.0,0,0,0,0,0,0.0,0,352,0.00,0.00,0.00,0.00,35,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,10,0,0,0,0,0,4,0,111999,0,0,0,0,0.0,0,-3423,3509,6932,40,True,0
Tyler Adams,MID,Bournemouth,1.6,0,0,16,0,3,5.9,10,73,0.02,0.05,0.03,0.39,32,2,0,2.6,13.0,2026-09-12T14:00:00Z,81,False,4,0,0,0,5,0,4,0,29708,1,2,2,2,7.0,2,2015,5594,3579,50,True,0
Kristoffer Ajer,DEF,Brentford,4.2,0,0,0,0,7,0.5,9,87,0.00,0.02,0.02,1.75,32,2,0,2.4,15.2,2026-09-12T14:00:00Z,90,False,3,0,0,0,1,0,4,0,479881,1,2,2,2,8.0,1,-51781,52109,103890,45,False,0
Ewen Jaouen,GK,Newcastle,0.0,0,0,0,0,0,0.0,0,444,0.00,0.00,0.00,0.00,40,0,0,0.0,0.0,2026-09-14T19:00:00Z,0,False,13,0,0,0,0,0,4,0,2484,0,0,1,4,0.0,0,-244,97,341,45,False,0
Charlie Hughes,DEF,Hull City,0.0,0,0,0,0,0,0.0,0,278,0.00,0.00,0.00,0.00,33,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,6,0,0,0,0,0,4,0,8103,0,0,2,2,0.0,0,-1016,174,1190,40,False,0
Nilson Angulo,MID,Sunderland,2.4,0,0,7,0,0,0.9,3,551,0.00,0.00,0.00,0.81,36,1,0,0.5,2.2,2026-09-12T19:00:00Z,69,False,1,0,0,0,1,0,4,0,14020,1,2,2,0,2.0,2,-1700,1450,3150,50,True,0
Matteo Ruggeri,DEF,Aston Villa,1.0,0,0,0,0,0,0.0,0,596,0.00,0.00,0.00,0.00,31,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,18,0,0,0,0,0,4,0,9485,0,0,2,1,0.0,0,-993,272,1265,45,True,0
Trevoh Chalobah,DEF,Chelsea,0.0,0,0,0,0,0,0.0,0,143,0.00,0.00,0.00,0.00,33,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,11,0,0,0,0,0,4,0,8308,0,0,2,2,0.0,0,-1338,0,1338,55,True,0
Malick Thiaw,DEF,Newcastle,2.8,0,0,-6,0,11,0.9,11,445,0.00,0.00,0.00,2.08,40,4,0,2.4,22.6,2026-09-14T19:00:00Z,90,False,13,0,0,0,1,0,4,0,227385,1,0,1,4,0.0,2,2995,48297,45302,50,False,0
Amar Dedic,DEF,Newcastle,0.0,0,0,-3,0,3,2.7,6,593,0.00,0.00,0.00,1.91,40,3,0,1.3,10.4,2026-09-14T19:00:00Z,57,False,13,0,0,0,4,0,4,0,313784,1,3,1,4,0.0,0,-7549,107522,115071,45,False,0
Lewie Coyle,DEF,Hull City,2.8,0,0,2,0,2,10.9,3,280,0.01,0.14,0.13,0.72,33,2,0,2.2,5.6,2026-09-12T14:00:00Z,81,False,6,0,0,0,4,0,4,0,65983,1,1,2,2,5.0,1,5360,9488,4128,40,False,0
Illan Meslier,GK,Arsenal,0.0,0,0,0,0,0,0.0,0,3,0.00,0.00,0.00,0.00,36,0,0,0.0,0.0,2026-09-12T19:00:00Z,0,False,20,0,0,0,0,0,4,0,3081,0,0,2,0,0.0,0,-200,108,308,49,False,0
James Maddison,MID,Spurs,0.6,0,0,3,0,2,3.8,3,515,0.01,0.01,0.00,0.03,37,0,0,1.1,6.8,2026-09-12T16:30:00Z,13,False,9,0,0,0,1,0,4,0,45874,0,0,0,0,0.0,1,-13096,447,13543,63,True,0
Joško Gvardiol,DEF,Man City,6.6,1,3,36,1,3,1.1,7,391,0.00,0.02,0.02,1.00,39,0,0,2.2,16.4,2026-09-13T15:30:00Z,90,False,16,0,0,0,3,0,4,0,2126959,1,4,1,0,4.0,11,152896,315722,162826,56,False,1
Dango Ouattara,MID,Brentford,1.4,0,0,4,0,1,1.7,4,95,0.01,0.03,0.02,0.50,32,0,0,1.0,2.0,2026-09-12T14:00:00Z,30,False,3,0,0,0,3,0,4,0,64766,0,0,2,2,6.0,1,-22021,1377,23398,64,False,0
Rayan Cherki,MID,Man City,5.2,0,0,4,0,1,6.6,1,399,0.06,0.09,0.03,0.20,39,0,0,1.2,1.6,2026-09-13T15:30:00Z,45,False,16,0,0,0,0,0,4,0,3069702,1,0,1,0,4.0,1,-139414,314949,454363,78,False,0
